的決,1659,1432
機的,1659,1360
國脫,1659,837
高約公尺,1658,140
年月日時,1657,1654
午轉至陣風級,1657,459
會長,1656,951
分子,1654,995
申報,1653,624
風至雷,1653,189
年開,1649,1514
尋求,1649,1439
用於,1649,1347
認同,1648,1243
面的,1647,1496
使得,1646,1462
浪高約公,1646,128
公尺大浪,1645,177
電動,1644,620
負擔,1641,1211
友達,1640,669
面積,1640,1115
的國家,1640,1369
級小,1639,328
公園,1639,855
會不,1639,1464
院會,1638,1039
密切,1637,1407
無人,1636,874
選人蔡,1636,1502
兆豐銀,1636,510
餐飲,1635,832
不動產,1635,781
當然,1634,1382
短暫雷,1633,179
券商,1632,662
暫雷陣,1632,179
年月日時分,1632,1632
午轉至陣風,1632,448
每月,1629,1122
父親,1629,861
航空公司,1629,958
醫學,1628,851
現任,1627,1335
轉至陣風級浪,1626,219
新創,1625,761
後短,1624,124
暫停,1623,1031
鏡頭,1623,671
民黨團,1622,742
民意,1620,1067
在台北,1616,1412
團結,1615,1088
他認為,1615,1415
庫存,1614,1038
朱立,1613,507
女兒,1613,902
智慧型手機,1612,962
尺大浪,1611,174
金改,1609,503
電商,1609,570
通報,1608,1038
高約,1608,168
視台,1606,1279
房地,1606,869
衝突,1606,1068
路段,1604,706
立倫,1604,503
的影響,1603,1416
在立法,1602,1427
光電,1600,814
總統馬,1600,1449
契約,1599,895
上路,1597,1176
災害,1597,877
會後,1597,1432
主義,1595,1029
間年,1594,1586
收費,1594,614
演講,1593,1032
及台,1593,1458
認購,1591,553
現貨,1589,866
下午轉,1589,531
材料,1588,911
認證,1587,909
一中,1583,684
雲端,1581,772
年金改革,1580,468
飛行,1579,820
滿意,1576,826
時間日,1576,1473
日多雲至度月,1576,132
向政,1575,808
斯坦,1573,800
高層,1570,1157
課程,1569,755
辯論,1568,697
豐銀,1568,536
上漲點,1567,778
身體,1565,1135
主因,1565,1406
凌晨,1565,1191
國國民,1564,1355
爆發,1562,1306
浪高約,1562,124
東會,1561,857
日多雲短暫雨,1561,72
領導人,1560,1119
月中,1559,1330
市占率,1559,1042
伊朗,1558,457
帳戶,1558,745
門市,1558,698
更是,1557,1429
約公尺小浪多,1557,185
公尺小浪多雲,1557,185
最終,1554,1307
生命,1554,1041
英國脫歐,1553,801
一致,1550,1272
根本,1550,1288
先進,1549,1148
新台幣萬元,1549,1348
至元,1548,1147
馬來,1548,873
書記,1547,929
融業,1547,843
兩年,1547,1289
是美,1546,1247
虛擬實,1546,698
管機,1545,1180
國家的,1545,1296
選人蔡英文,1544,1423
與美,1543,1251
定會,1542,1345
公尺中,1541,242
參觀,1540,1058
敘利亞,1540,574
人蔡英文,1540,1406
午後短暫雷陣,1540,86
後短暫雷陣雨,1540,86
彭博,1538,1240
一點,1538,1297
公會,1538,790
上月,1537,1223
新產,1537,1137
擬實境,1537,694
希望能,1536,1359
風級以下雷雨,1535,261
班機,1532,806
法說,1532,999
英鎊,1532,629
同步,1532,1300
個國家,1532,1245
南投,1530,1091
周邊,1530,1104
搭配,1530,1211
軍人,1529,616
台灣民,1529,1037
下跌點,1528,735
路上,1527,1312
職業,1527,860
華碩,1523,421
發動,1521,1052
東海,1520,814
金改革,1520,455
身為,1519,1379
說會,1518,1176
挹注,1517,1312
罷工,1517,443
的投資,1517,1168
到月,1516,1278
年金改,1515,452
陣風級以下浪,1509,193
風級以下浪高,1509,193
黨內,1508,921
轉中浪多雲,1508,487
演出,1507,731
部表,1507,1147
國脫歐,1507,771
市今,1505,1428
每一,1505,1243
融資,1505,858
校園,1505,680
小浪至中,1505,383
浪至中浪,1505,383
到日,1504,1235
指揮,1504,985
情勢,1503,1230
暫雷,1502,172
底前,1501,1197
月合併營,1500,964
偏北風至陣風,1500,314
掛牌,1499,909
上網,1498,1002
時會,1498,1142
的合,1497,1286
第次,1496,1176
選後,1496,1134
多雲局部雨日,1496,297
監察,1495,669
與台灣,1495,1236
母親,1493,676
判決,1492,776
陰短暫陣,1492,185
總統馬英九,1492,1363
低點,1490,1147
尺中,1490,240
歷史新高,1487,1075
大跌,1484,1047
後短暫雷陣,1484,83
感染,1483,610
過年,1483,1204
對象,1482,1211
程中,1482,1300
首長,1481,965
即可,1481,1269
主管機關,1481,1116
部海面,1480,475
標的,1477,1136
拒絕,1477,1189
安倍,1476,516
以點,1475,619
會表示,1474,1228
宏碁,1473,366
月合併營收,1472,951
發布時間年月,1472,1472
布時間年月日,1472,1472
時間年月日時,1472,1472
間年月日時分,1472,1472
憲法,1470,769
正面,1470,1223
史新,1469,1059
方政,1469,1010
證明,1469,1122
施政,1466,977
體的,1466,1296
月日多雲,1466,25
檢察,1465,750
真正,1465,1228
中油,1464,413
經貿,1464,860
法的,1462,1219
美國聯,1462,1262
中山,1461,748
為萬,1461,1037
選人蔡英,1460,1347
基會,1457,457
利時,1456,612
豐富,1456,1251
信金,1456,462
人蔡英,1456,1330
黃國昌,1456,480
小浪至,1455,367
浪至中,1455,367
至中浪,1455,367
風級小浪,1455,262
黨總統候選人,1455,1134
總統當,1454,1249
工資,1452,588
意願,1451,1135
柯建銘,1451,542
後短暫雷,1451,81
我們的,1449,1134
激勵,1448,1213
陸軍,1446,686
間年月,1445,1440
航空公,1445,855
幣匯,1444,808
低於,1444,1105
報名,1444,678
史新高,1444,1047
緊張,1443,1136
首季,1443,779
整理,1442,1083
創作,1442,695
日公,1442,1352
製作,1441,951
高溫,1440,575
陰短暫雨,1439,150
續發,1437,1188
職務,1437,1026
向政策,1437,682
部表示,1437,1089
發射,1435,511
空公司,1435,860
慶祝,1434,1040
台日,1433,634
營收為,1433,1000
陣風級中浪,1433,328
中國國民黨,1432,1256
輔導,1431,906
大浪陰,1431,313
天然,1430,834
特殊,1430,1159
的目標,1430,1271
在中國,1430,1153
行政院長林全,1430,1343
機車,1429,582
農曆,1428,1082
投保,1427,506
對中,1427,1171
日多雲時陰短,1427,122
李世,1426,413
南向政,1426,674
轉中浪多,1426,453
智慧手,1425,799
中浪至大浪,1425,397
小浪至中浪多,1425,419
浪至中浪多雲,1425,419
浪轉中浪多雲,1424,512
媽媽,1422,601
實驗,1421,838
中信金,1419,430
尺寸,1418,695
轉大,1415,423
雙邊,1415,921
約新,1414,1153
台指,1413,564
海上,1412,968
院黨,1412,957
宋楚瑜,1412,342
石油,1411,687
巨蛋,1411,282
敘利,1410,533
總統馬英,1410,1286
收為,1409,992
統馬英九,1409,1285
臨床,1408,529
朝野,1407,836
任總統,1407,1089
新一,1406,1159
多雲日,1406,427
浪陰局部,1406,314
博物,1405,569
中美,1403,686
認定,1402,1008
中間,1402,920
調降,1402,792
效益,1401,1170
不夠,1399,1172
陣風級下午轉,1399,519
降雨,1398,936
中浪至大,1398,388
柯建,1396,533
條文,1396,810
現有,1396,1259
會面,1395,1043
陰時多雲短暫,1395,251
風力,1394,407
增長,1394,913
合併營收億,1394,970
東風,1393,452
的支持,1392,1159
帶領,1391,1207
與中國,1391,1119
議的,1390,1237
食物,1389,755
生物,1388,779
陳水扁,1388,558
太平洋,1388,943
至陣風級大浪,1388,239
雲日,1385,426
事故,1385,718
跌破,1383,1010
計年,1383,1161
公斤,1383,622
國國民黨,1383,1207
雜誌,1381,850
比利時,1381,547
風至陣風級浪,1381,191
委託,1380,976
信義,1379,669
風級以下浪,1379,185
及其,1378,1193
日偏東,1378,389
浪晴時多雲,1378,322
科大,1377,525
家公,1377,957
將由,1376,1241
一時,1376,1143
日上午,1376,1216
勞基,1375,656
大巨蛋,1375,317
中國國民,1375,1204
國有,1374,1105
的研,1373,1100
月以來,1373,1158
交量,1372,948
勞基法,1372,654
發起,1370,1095
創歷,1369,943
連假,1367,807
的日,1366,1165
法務部,1366,627
本土,1364,895
小浪至中浪,1364,341
的能,1361,1164
陳水,1361,547
回升,1361,1059
平洋,1361,919
水扁,1360,543
定期,1359,1050
至陣風級大,1359,232
電視台,1357,1058
中浪至,1356,380
浪至大浪,1356,380
的交,1355,1141
產業的,1355,1116
媒體報導,1355,1175
高至公,1353,180
地方政府,1352,903
親民,1351,774
拿下,1350,971
雨有霧日,1349,319
全民,1348,922
新光,1347,518
院士,1347,292
市民,1346,923
年大,1346,1162
違法,1346,859
陳建,1345,700
重建,1345,805
轉至陣風,1344,274
大巨,1343,314
兆豐金,1342,526
智慧型手,1342,805
失業,1341,637
福利,1341,977
至度月日陰,1341,99
國慶,1340,518
進場,1338,1008
綠能,1338,638
玩家,1337,487
長照,1337,343
會對,1337,1235
日陰,1335,97
降息,1334,620
伊斯蘭國,1333,696
富邦金,1332,593
浪轉大浪,1331,429
中華電信,1331,468
浪轉中浪多,1331,476
賣超,1329,562
學術,1329,748
的商,1328,1089
月日陰,1328,90
計師,1327,753
比率,1327,875
合併營收億元,1327,926
業生,1326,794
季增,1325,826
交易日,1325,1035
組件,1324,884
日至日,1324,1088
浪陰局,1324,294
約新台幣,1323,1082
分有,1322,1315
的權,1322,1079
找到,1322,1066
年國,1321,1021
黨總統候選,1321,1048
至陣風級下午,1321,431
深圳,1320,656
博士,1319,791
雨天,1319,315
男性,1317,715
經理人,1317,946
短暫陣雨至度,1317,65
周五,1316,963
不變,1316,1038
陰局部陣雨,1314,329
路線,1313,907
大浪轉中浪,1313,412
西南風,1312,362
轉東北風,1312,456
單月,1311,952
浪至大,1310,372
至大浪,1310,372
公尺小浪多,1310,128
電廠,1309,527
數上,1308,860
幾個,1308,1195
的營,1307,1105
整個,1307,1141
支持者,1307,921
信用卡,1307,513
慧型手機,1307,783
調漲,1306,606
本的,1306,1139
公布月,1306,1199
鐵路,1305,603
的手,1305,1097
體報,1303,1133
實現,1302,1015
即時,1302,1037
新興市場,1302,672
保單,1301,427
日東北轉,1301,442
新南向政策,1300,629
今早,1299,847
製程,1299,629
退出,1298,833
上午轉,1298,517
資格,1297,867
獎號,1297,427
動產,1296,685
國民黨團,1294,634
超級,1293,879
基法,1293,613
各縣市,1292,798
持者,1291,909
上述,1291,1175
至陣風級下,1291,423
給付,1290,540
遠傳,1290,337
原住,1290,302
年齡,1289,885
請辭,1288,673
各方,1288,1041
中秋,1288,568
的預,1288,1084
日偏南風,1288,278
出生,1287,975
位數,1287,907
務員,1287,650
先生,1287,708
年初,1287,1103
大浪轉中,1287,405
商店,1286,763
國銀,1285,585
慧型手,1285,779
業工,1284,638
攝影,1282,677
日偏北風,1282,290
增強,1281,840
總會,1281,614
保守,1281,864
酒店,1280,604
詐騙,1279,432
正確,1278,1081
興建,1278,892
型手機,1278,766
年多,1277,1135
張國,1277,330
域的,1277,1095
當中,1277,1160
聯繫,1277,995
新藥,1277,425
民主進步黨,1277,1147
賀陳旦,1276,420
浪高約公尺,1276,107
詢時,1275,1024
比去年,1275,914
楚瑜,1274,296
洗錢,1274,484
談話,1274,963
回饋,1274,676
媒體報,1274,1112
宋楚,1273,296
白宮,1273,759
億元月,1273,980
國台,1272,808
超商,1269,506
有局部,1268,558
會公,1266,1157
亞科,1265,250
錄取,1265,396
興市場,1265,663
幸福,1264,684
團總,1264,1012
辦的,1264,1158
擬實,1263,572
華電信,1263,446
榮航空,1263,399
體報導,1262,1102
新興市,1261,659
查詢,1260,835
各縣,1260,785
海巡,1259,410
暫陣雨至度,1259,62
會副,1258,1032
當選人蔡,1258,1161
過程中,1257,1112
百萬,1256,936
業發,1256,947
國務院,1256,899
尺小浪多,1256,124
有家,1254,949
黨總統候,1254,998
年至,1253,1098
受影響,1253,992
政權,1252,864
轉東北,1252,441
服務業,1252,682
台指期,1252,487
公聽會,1252,484
寬鬆,1251,826
率為,1251,973
斯蘭國,1251,661
今年第季,1250,1022
總統當選人蔡,1250,1153
當選人蔡英文,1250,1153
浪晴時多,1249,276
億日圓,1248,456
晨轉至陣風級,1248,417
是民,1247,1085
親民黨,1247,670
陣風級上午,1247,470
統當選人蔡英,1247,1150
像是,1246,1104
分配,1245,838
交易所,1242,826
每股純益,1241,665
治理,1240,668
乘客,1240,678
興市,1240,658
陳菊,1239,438
助理,1239,740
延續,1238,1112
有名,1238,1042
浪轉大,1238,393
他表,1237,1113
情緒,1235,877
公聽,1235,480
聽會,1235,483
承認,1235,929
度月日陰,1235,92
民主進步,1233,1098
法委,1231,1081
墨西哥,1231,678
零組件,1231,826
縣多雲時,1230,318
展覽,1229,717
保署,1228,552
顯示器,1228,558
博物館,1228,482
對美,1227,967
美方,1226,650
的結,1226,1093
統當選人蔡,1224,1131
險公,1223,586
雨至度月日陰,1223,102
風級小,1222,194
級小浪,1222,194
當選人蔡英,1222,1129
陣風級小浪,1222,194
無論,1221,1120
併營收億元,1220,843
南風至雷雨區,1220,211
微軟,1219,446
境外,1219,621
應變,1219,790
熊本,1218,306
長榮航空,1218,387
北上,1217,619
兒子,1217,677
物館,1216,478
受害,1216,801
統馬,1215,1097
主進步黨,1215,1088
參議,1214,721
農民,1214,563
南轉偏,1213,394
攝氏,1212,1096
許可,1212,793
重申,1211,1001
空公,1211,733
東北轉,1211,411
的旅,1210,860
小浪轉,1210,406
暫陣雨至,1209,59
南風級陣風級,1209,254
一切,1208,1041
浪晴時,1207,270
語言,1206,777
策會,1206,801
會大,1206,1056
非法,1206,721
元年減,1206,815
鴻海集團,1205,615
易所,1204,811
不確,1203,982
分區,1202,962
智慧手機,1202,699
台的,1200,1043
萬張,1200,616
時多雲短,1200,225
短暫雷陣雨至,1200,50
暫雷陣雨至度,1199,49
民主進,1198,1067
南風至陣風級,1198,325
志工,1195,570
阿拉,1194,736
雨或雷雨日偏,1193,220
國發,1192,709
賀陳,1192,379
思考,1192,927
會計,1189,682
下台,1188,918
雲時陰短暫陣,1188,192
時陰短暫陣雨,1188,192
國昌,1187,381
書長,1187,852
這場,1186,963
否則,1186,1078
多雲午後短暫,1185,86
國產,1184,627
不當黨產,1184,504
南海仲裁,1184,562
化學,1183,682
首相,1183,731
新南向政,1183,578
浪晴,1182,267
陪同,1181,1029
人受,1181,931
比去,1180,848
南向政策,1180,555
週年,1179,688
中南,1179,844
表決,1179,521
每日,1179,917
比亞,1178,563
不確定,1178,961
關卡,1177,976
保費,1177,437
為什麼,1177,959
營收為億,1177,826
肯亞,1176,342
溫度,1175,740
美洲,1175,654
縣長,1174,761
會期,1174,884
移動,1174,799
風級中浪,1174,272
浪至中浪多,1174,341
至中浪多雲,1174,341
萬台,1173,580
進步黨,1173,1046
救災,1172,632
日西南,1172,259
北轉偏,1171,358
存款,1170,574
下周,1170,769
晨轉至陣風,1170,392
小企業,1169,564
動支,1168,422
指數上,1168,732
捍衛,1166,881
贏得,1166,923
併營收億,1165,817
雨臺,1164,564
主進步,1164,1037
外籍,1162,608
北市府,1161,510
每桶,1160,675
議事,1159,522
藥物,1158,529
轉公尺大浪,1158,164
至中浪多雲局,1158,369
晨時,1157,895
小孩,1157,707
跨境,1155,465
非洲,1154,555
綠色,1154,639
的政策,1154,987
官兵,1153,542
暫陣雨至度月,1153,64
選前,1152,837
差距,1152,943
黨部,1152,615
電競,1152,280
言論,1152,799
檢驗,1152,688
雨有霧,1152,194
體育,1151,553
奈米,1151,355
布時,1151,1149
前年,1150,921
美軍,1150,515
去年底,1149,993
雲午後短暫雷,1149,80
步黨,1148,1021
陳旦,1146,365
殖利率,1146,679
息的,1145,917
號碼,1145,580
暫雷陣雨至,1144,47
受損,1143,799
或雷雨日偏,1143,207
雷陣雨至度,1143,46
國會議,1142,762
中文,1141,700
沿海日,1141,229
任的,1140,1023
父母,1140,630
億日,1139,417
教學,1139,671
不同的,1139,1009
接下,1138,1026
險公司,1137,588
巴士,1136,684
時在,1135,1087
半部,1135,538
搭乘,1135,843
市議,1133,714
下浪,1132,127
比利,1132,445
殖利,1130,669
至中浪多,1130,327
級以下浪高,1130,125
歷史新,1129,826
日東北轉偏,1129,427
重的,1128,1038
新金,1127,300
災情,1127,775
買賣,1126,670
永明,1126,435
宗教,1125,545
險業,1125,431
風級中,1125,262
立法委員,1125,1002
墨西,1124,622
會通,1124,967
平會,1123,360
美國的,1123,908
時起至,1122,1114
海集團,1122,590
西哥,1121,624
婚姻,1121,363
有局,1120,484
級中浪,1120,257
名人,1119,781
釋出,1119,925
法人預,1119,807
日偏北轉,1119,422
雨日東北風,1119,257
縣多雲短暫,1118,276
在印,1117,633
行總,1117,867
加班,1117,488
鴻海集,1117,587
黨中,1116,755
總召,1116,798
人工,1116,691
為美,1116,954
參訪,1113,688
局部雨日東北,1112,223
交換,1111,819
群創,1111,431
轉中浪多雲局,1111,389
銷量,1110,616
營收為億元,1110,781
選的,1109,955
兩天,1108,971
台積,1107,383
不分,1106,825
季的,1106,858
南風級陣風,1105,220
陳建仁,1104,559
去年第季,1104,715
時間年月日,1104,1099
與國際,1103,891
公尺大,1103,144
節能,1102,537
本次,1102,842
此事,1101,966
工研院,1101,372
指控,1100,820
強震,1100,595
議長,1099,554
陣風級上,1099,412
風級上午,1099,412
嫌犯,1098,511
屏東縣,1097,814
示器,1096,494
縣政,1095,680
到場,1094,965
雲午後短暫,1094,78
拍攝,1093,673
東北轉偏,1092,412
級以下浪,1091,123
以下浪高,1091,123
部落,1090,525
直播,1090,458
回答,1090,853
節目,1090,641
金股,1090,682
時陰短暫陣,1090,173
文說,1088,836
中一,1087,980
李世光,1087,333
環保署,1087,492
公平會,1086,270
影音,1084,667
本季,1084,658
布魯,1084,515
發布時間年,1084,1084
布時間年月,1084,1084
間年月日時,1084,1084
陣雨或雷雨有,1084,202
高速,1083,751
概念,1083,801
轉偏北風,1083,409
陰短暫陣雨或,1083,120
縣政府,1082,671
雷雨日偏,1082,194
雨或雷雨有霧,1082,200
建仁,1081,554
偏北轉,1081,411
行動支,1081,357
級以下雷雨,1081,119
風級下午轉至,1081,438
證交,1080,565
業工會,1080,457
約新台,1080,881
居住,1079,782
邦金,1078,450
點或,1078,410
基因,1077,350
較前,1077,865
較年,1076,720
小米,1076,239
形象,1076,783
超越,1076,867
豐金,1076,409
日時起至,1075,1074
公開收購,1075,294
偏北風至,1075,289
台化,1074,233
級上午,1074,405
年月日時分有,1074,1074
月日時分有效,1074,1074
日時分有效時,1074,1074
時分有效時間,1074,1074
緬甸,1073,259
年代,1073,858
下午轉至,1073,405
盤價,1072,838
立法委,1072,955
南風至陣風,1072,299
風級上,1071,402
表會,1070,782
隨後,1070,999
單季,1069,713
陰短暫陣雨,1069,114
當黨,1068,459
陣雨日,1068,332
自動化,1068,589
說中,1067,945
收為億元,1067,756
每股純,1065,569
尺小浪多雲局,1065,165
銘宗,1064,373
基層,1063,730
收元,1063,737
雲午後短,1063,76
任期,1062,710
間日,1062,993
供電,1061,464
對抗,1061,834
即使,1060,947
股純益,1060,567
版本,1059,620
是有,1059,952
修正草案,1059,703
到底,1058,918
曾銘宗,1058,371
儘速,1057,858
暫時,1057,921
報點,1056,426
初選,1055,472
外銷,1055,587
為準,1054,1002
充電,1054,378
浪高至公尺,1053,150
消防,1052,559
轉換,1052,743
王金平,1052,314
當黨產,1052,444
簽約,1051,580
大立,1051,423
開收購,1051,289
縣多雲短,1050,258
法修,1049,719
童振源,1049,392
民進黨團,1049,642
細胞,1048,340
午點,1048,823
推薦,1048,673
轉偏北,1048,396
不當黨,1048,444
以下浪,1048,121
下浪高,1048,121
現狀,1047,624
公開收,1047,285
雨或雷雨有,1047,193
漲逾,1046,660
量產,1045,652
時期,1045,877
參選人,1045,676
豐銀行,1045,504
統馬英,1045,954
偏南風至,1045,231
或雷雨有霧,1045,191
的標,1043,934
南台,1043,700
人類,1043,651
雲午後,1043,77
避險,1041,647
川普的,1041,676
的政治,1041,841
間年月日,1041,1037
部雨日東北,1041,200
遺憾,1040,785
中浪轉小浪,1040,394
月日陰時多雲,1040,107
疫苗,1039,272
時間年月,1039,1035
代表處,1037,609
風級下午轉,1037,393
供給,1036,819
指示,1036,788
故宮,1035,218
南風級陣,1035,203
全家,1034,472
午後短暫,1034,61
譴責,1033,696
浪高轉公尺大,1033,180
高轉公尺大浪,1033,180
產線,1032,655
台新金,1032,220
去年月日,1031,921
風級晨轉至陣,1030,343
級晨轉至陣風,1030,343
加工,1029,588
專訪,1028,757
陰局部陣,1028,256
華南,1027,551
世光,1027,319
工時,1027,506
希拉蕊柯林頓,1027,647
承擔,1026,807
開賣,1026,612
區間,1026,804
據點,1026,689
際社,1025,742
共有,1025,924
制裁,1023,475
雇主,1023,417
戰機,1023,373
萬戶,1023,426
進黨團,1022,624
發布時間,1022,1022
蔡英文總統,1022,882
起飛,1021,596
小學,1021,599
穆斯林,1021,407
移轉,1020,587
受災,1019,497
布時間年,1019,1019
營收億元年,1019,809
區及,1018,708
很大,1018,882
年同期成長,1018,753
月減,1016,661
配發,1016,623
晨轉至,1015,292
理委員會,1015,798
行動支付,1015,296
金的,1014,797
關懷,1014,641
幣匯率,1014,571
寶可夢,1014,260
陣風級浪高約,1014,140
風級浪高約公,1014,140
級浪高約公尺,1014,140
金融科技,1013,332
更新,1012,661
小浪轉中浪,1012,387
永豐,1011,381
國際社會,1011,730
工研,1010,355
在去,1009,936
雨日東北風至,1009,225
文的,1008,824
閱讀,1008,500
嘉義縣,1008,809
解除,1007,703
公安,1007,504
休假,1007,510
是他,1007,865
選總,1006,848
海集,1006,525
引起,1006,891
動支付,1006,294
發表會,1004,709
轉偏東風,1004,434
委員會今,1004,934
高轉公尺大,1003,176
北風級陣風級,1003,262
級下午轉,1002,381
陰短暫雨至度,1002,62
門檻,1001,652
國小,1001,447
伯特,1001,489
純益元,1001,673
日偏北風至,1001,222
街頭,1000,678
民生,999,776
國立,999,619
熱情,998,842
競賽,998,537
權的,998,857
占率,998,664
發票,997,213
的調,997,872
中小企,996,469
陣雨至度,996,33
雲短暫陣雨至,996,65
客家,995,333
系外資,995,283
市中,994,819
股純,994,540
勞資,993,507
副總經理,991,861
陰局部雨,990,218
連署,989,455
院黨團,989,650
南下,988,650
寶可,988,257
東南風,988,354
小浪轉中,987,379
茲卡病毒,987,260
桃園機場,987,486
大台,985,791
級晨轉至,985,287
開收,984,280
受影,984,777
文總統,984,855
採訪,983,740
可夢,983,252
立法院長,983,764
華府,982,609
特報,982,475
演習,982,331
日偏東轉,982,414
中浪至大浪多,982,339
浪至大浪多雲,982,339
文今,980,883
文學,980,439
關於,980,871
放棄,980,756
的美國,980,873
平均風力,978,165
轉偏南風,978,344
任董,977,635
尼伯特,976,475
收為億,975,692
精品,974,405
電價,974,249
人潮,974,680
出訪,974,458
日陰時多雲,973,99
陣風級晨轉,973,231
過半,972,740
辦事,972,630
級陣風,972,149
海運,971,340
修正草,971,663
正草案,971,663
蔡英文總,971,841
彰化縣,970,664
英文總統,970,841
浪多雲時陰,969,370
檢視,968,811
地的,968,866
總統說,968,522
月營收億,967,686
縣府,966,455
周年,966,598
經濟學,966,632
期成長,966,729
級以下浪高約,966,143
以下浪高約公,966,143
下浪高約公尺,966,143
客來,965,522
產值,965,551
前三,965,748
沖之鳥,965,280
元較去年同,965,700
日公布,964,911
平穩,963,735
前月,963,626
雲林縣,963,680
雲時陰短暫雨,963,144
馬拉,962,489
會通過,962,826
日偏北風至陣,961,206
同志,960,376
月日晴,960,47
日偏南轉,959,330
自結,958,588
塑化,958,475
回收,958,484
雷陣雨至度月,958,45
租金,957,377
浪高至公尺小,957,206
高至公尺小浪,957,206
至公尺小浪至,957,206
公尺小浪至中,957,206
尺小浪至中浪,957,206
去年同期成長,957,716
物流,956,433
中浪轉大浪,956,353
感受,955,816
元較去年同期,955,693
選票,954,584
有所,954,837
朴槿惠,954,219
海面日偏,954,410
萬名,953,755
與美國,953,798
技產,952,596
黨員,951,511
通膨,951,493
工商,950,487
益元,950,649
支撐,950,761
新產品,950,739
後短暫,950,60
浪至大浪多,950,331
至大浪多雲,950,331
提問,949,794
進度,949,753
液化,949,212
古巴,948,158
興趣,947,782
金融科,947,316
或雷雨有,947,171
拉斯,946,551
政院長林全,946,891
迎接,945,806
新品,945,628
影像,945,564
的責任,945,779
融科技,945,314
轉小浪,945,284
行政院長林,945,890
偏南風級,944,233
恐攻,943,481
機票,943,476
點跌,942,502
搜尋,942,520
大數,942,550
計程車,942,298
化縣,941,650
震災,941,562
證交所,941,457
察院,940,426
大法官,940,323
技產業,940,581
布魯塞爾,940,431
轉公尺中浪轉,940,226
曾銘,939,336
每公升,939,218
的發展,939,829
南港,938,471
廣場,938,573
的總統,938,788
北風級,937,242
國旗,936,488
天晚,935,847
檢調,935,542
結算,935,522
華人,935,520
國經,935,661
億元年減,935,666
陣風級晚,935,392
月日晴時多雲,935,78
日晴時多雲至,935,78
晴時多雲至度,935,78
司法院,933,319
搜索,932,510
級晨轉至陣,932,302
再轉至,931,377
月日多雲午後,931,52
日多雲午後短,931,52
開獎,930,595
學系,930,529
陰短暫雨至,930,58
低溫,929,540
卡病毒,929,251
南海仲,929,435
第季營收,929,702
海仲裁,928,434
培育,927,640
尼伯,927,464
迪士尼,927,217
民航局,927,344
訴訟,926,567
短線,926,613
座談,926,615
聯發,926,287
振源,925,346
走高,924,748
阿拉伯,924,576
童振,923,345
北風,923,213
丁克華,923,302
中小企業,923,446
的力,922,775
島的,922,672
槿惠,922,216
不一,922,799
慧手機,922,529
現金股,922,591
晨轉至雷雨區,922,290
淹水,921,413
起訴,921,533
菲國,921,382
稅率,920,383
朴槿,920,216
雲午,920,70
一銀,919,342
土壤,919,261
星期,918,649
預警,918,564
理財,918,445
正草,918,625
儀式,917,639
記憶體,917,408
的財,916,762
西北,916,458
濟學,915,613
收億元年,915,721
可成,914,611
檢方,914,472
布魯塞,914,416
魯塞爾,914,416
轉級陣風級以,914,347
浪多雲時陰局,914,357
多雲時陰局部,914,357
機組,913,483
均風,913,168
在臉,913,726
房地產,913,532
海基,912,338
房屋稅,910,214
年全年,909,747
院副,908,774
原住民族,908,236
中常,907,455
監事,907,556
拉克,907,467
資方,905,532
速公,904,619
彰銀,904,211
董座,903,635
北美,902,546
面日偏,902,387
雨日偏南,902,220
總統歐巴馬,902,842
一條,901,715
風級浪高約,901,98
級浪高約公,901,98
拉伯,900,562
黨籍立,900,652
均風力,899,154
同期成長,899,667
轉大浪多雲,899,328
委員會今天,899,841
下午轉至陣風,899,368
義縣,898,720
警戒,898,520
少年,898,444
控股,898,412
部今,898,829
高公,897,485
高等,897,614
合計,897,726
希拉蕊柯林,897,546
月日多雲午,897,48
日多雲午後,897,48
至大浪多,896,318
拉蕊柯林頓,896,546
豪雨,895,428
馬祖,895,481
示美,894,787
文章,894,463
會董事,894,683
研究院,893,676
以下浪高約,893,135
下浪高約公,893,135
陣風級上午轉,891,376
都更,890,232
入學,889,413
會改,888,685
冠軍,888,537
日晚,888,760
韓元,887,480
性別,887,402
大數據,887,508
雨日偏北,887,284
簽證,886,407
指定,886,640
端午,886,419
日東南,886,319
理委員,886,691
大浪陰局部,886,245
時多雲短暫,885,168
轉至陣風級大,885,218
樂園,884,402
捐款,884,383
關係的,884,734
宜蘭縣,883,719
縣陰,882,186
和碩,882,321
夜間,882,408
決方,882,607
改選,881,502
土壤液化,881,200
中國信託,881,352
無線,880,522
加州,880,537
表態,880,719
雷雨有,880,158
績效,879,572
公頃,878,479
容量,878,452
常會,878,669
的關係,878,744
旅行社,878,407
日陰時多雲短,878,106
心的,877,789
日晴時多雲,877,76
晴時多雲至,877,76
資安,876,248
救援,876,544
解盲,876,310
海仲,876,413
時陰短暫雨,876,134
風至陣風級下,876,367
地價,875,231
失敗,874,624
風級晨轉至雷,874,281
級晨轉至雷雨,874,281
蔡正元,873,234
開記者會,873,784
億元較去年,873,638
南風至雷雨,872,119
報到,871,530
優秀,871,685
選人川普,871,822
天公布,870,807
轉公尺中浪,870,205
寒流,869,433
議院,869,488
海面日東,869,419
浪多雲時,869,316
國籍,868,556
總局,868,426
打擊,867,593
部的,867,778
停電,866,331
究院,866,656
辦事處,866,536
